date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2020-11-03,300750,0.5129999999999999,-0.0018357940785878046,0.0,0.8,0.533611427348293,1,1,,,,
2020-11-04,300750,0.506,0.05067501467423208,1.0,0.8,0.5339438236711105,1,1,,,,
2020-11-05,300750,0.5089999999999999,-0.01862197392923637,0.0,0.8,0.5362672822011089,1,1,,,,
2020-11-06,300750,0.4690000000000001,0.01111954459203024,1.0,0.8,0.5353261236207072,1,1,,,,
2020-11-09,300750,0.4909999999999999,-0.0019141988514806973,0.0,0.8,0.5357552782682916,1,1,,,,
2020-11-10,300750,0.5219999999999998,-0.05670878459687123,0.0,0.8,0.5358083395436085,1,1,,,,
2020-11-11,300750,0.47000000000000003,0.01359432307446995,1.0,0.7,0.5328791840203919,1,1,,,,
2020-11-12,300750,0.393,-0.004090462143559681,0.0,0.6,0.533309795583181,1,1,,,,
2020-11-13,300750,0.43700000000000006,0.006674301962797724,1.0,0.7,0.5349371222698678,1,1,,,,
2020-11-16,300750,0.3840000000000001,-0.016555511965476666,0.0,0.6,0.5328398059576211,1,1,,,,
2020-11-17,300750,0.4610000000000001,-0.04060954204563594,0.0,0.8,0.5314018631942474,1,1,,,,
2020-11-18,300750,0.3650000000000001,0.006652806652806653,1.0,0.5,0.5271911226251654,1,1,,,,
2020-11-19,300750,0.381,0.04122263527467984,1.0,0.5,0.5284291859158656,1,1,,,,
2020-11-20,300750,0.3700000000000001,0.0036496350364965124,1.0,0.5,0.5292266062301214,1,1,,,,
2020-11-23,300750,0.41600000000000015,0.0067193675889327675,1.0,0.6,0.5316535715138311,1,1,,,,
2020-11-24,300750,0.40800000000000014,-0.03329407145661556,0.0,0.5,0.5315466955278672,1,1,,,,
2020-11-25,300750,0.3900000000000001,-0.0035740394768906114,0.0,0.5,0.5296054577189372,1,1,,,,
2020-11-26,300750,0.41200000000000003,-0.013613760495638783,0.0,0.5,0.5277403537874409,1,1,,,,
2020-11-27,300750,0.37100000000000005,0.0033057851239670644,1.0,0.3,0.5287749677883746,1,1,,,,
2020-11-30,300750,0.33999999999999997,0.013879736408566767,1.0,0.3,0.5292225200341569,1,1,,,,
2020-12-01,300750,0.34299999999999997,-0.010074338871511546,0.0,0.3,0.5288351280588354,1,1,,,,
2020-12-02,300750,0.32099999999999995,0.009438220690221266,1.0,0.4,0.5276193454324862,1,1,,,,
2020-12-03,300750,0.387,0.015163218016992497,1.0,0.5,0.5265288093293814,1,1,,,,
2020-12-04,300750,0.405,0.04701265417267342,1.0,0.4,0.5295153735272079,1,1,,,,
2020-12-07,300750,0.465,0.017478773043677842,1.0,0.7,0.5283602684272092,1,1,,,,
2020-12-08,300750,0.503,-0.00011276923655223481,0.0,0.7,0.5304710608808533,1,1,,,,
2020-12-09,300750,0.6050000000000001,-0.0044360902255640156,0.0,1.0,0.5279709028664819,1,1,,,,
2020-12-10,300750,0.5539999999999999,0.006570500717468564,1.0,1.0,0.5274044218230713,1,1,,,,
2020-12-11,300750,0.578,-0.0021008403361343353,0.0,0.9,0.5283108470671624,1,1,,,,
2020-12-14,300750,0.5020000000000001,0.046992481203007364,1.0,0.9,0.5292760340375849,1,1,,,,
2020-12-15,300750,0.5220000000000001,0.027145421903052247,1.0,1.0,0.5279398638276978,1,1,,,,
2020-12-16,300750,0.628,-0.004369712647696367,0.0,1.0,0.5295711738663371,1,1,,,,
2020-12-17,300750,0.5480000000000002,0.01818756363891727,1.0,1.0,0.5298765249804861,1,1,,,,
2020-12-18,300750,0.6010000000000001,0.12072830097589549,1.0,1.0,0.5313531344215296,1,1,,,,
2020-12-21,300750,0.519,-0.034953846153846,0.0,0.8,0.5341304942127412,1,1,,,,
2020-12-22,300750,0.525,0.013901288101007436,1.0,0.9,0.531763266051675,1,1,,,,
2020-12-23,300750,0.529,-0.022012578616352196,0.0,1.0,0.5307047961953981,1,1,,,,
2020-12-24,300750,0.5050000000000002,0.00575562700964638,1.0,0.9,0.5302412431373114,1,1,,,,
2020-12-25,300750,0.5300000000000001,0.012756162281402972,1.0,1.0,0.5320963653050975,1,1,,,,
2020-12-28,300750,0.5610000000000002,-0.027716396237136176,0.0,1.0,0.5329885947029903,1,1,,,,
2020-12-29,300750,0.5210000000000001,0.10389610389610393,1.0,0.9,0.5313359322751582,1,1,,,,
2020-12-30,300750,0.5040000000000001,0.032676470588235196,1.0,0.9,0.53329158765992,1,1,,,,
2020-12-31,300750,0.5350000000000003,0.1509213636752016,1.0,1.0,0.5347511964424794,1,1,,,,
2021-01-04,300750,0.46700000000000014,-0.0051967334818113775,0.0,0.8,0.5374132905248652,1,1,,,,
2021-01-05,300750,0.403,0.011865671641791087,1.0,0.5,0.5392763551852505,1,1,,,,
2021-01-06,300750,0.503,0.01588121051208291,1.0,0.9,0.5348179071215073,1,1,,,,
2021-01-07,300750,0.5160000000000001,-0.021126249304261435,0.0,0.9,0.5373194448242505,1,1,,,,
2021-01-08,300750,0.499,-0.03584672435105074,0.0,1.0,0.5353986500999552,1,1,,,,
2021-01-11,300750,0.5470000000000002,0.028641025641025664,1.0,0.9,0.5347603941399848,1,1,,,,
2021-01-12,300750,0.48900000000000005,-0.040307101727447336,0.0,0.9,0.5365651006456655,1,1,,,,
2021-01-13,300750,0.5359999999999998,-0.04153246753246753,0.0,0.9,0.5363979878521136,1,1,,,,
2021-01-14,300750,0.459,0.03127286523400463,1.0,0.8,0.534033356425821,1,1,,,,
2021-01-15,300750,0.5590000000000002,0.008803048219682141,1.0,1.0,0.5367011355844761,1,1,,,,
2021-01-18,300750,0.569,-0.04634019275853085,0.0,0.9,0.5365994551343024,1,1,,,,
2021-01-19,300750,0.5720000000000001,0.06907759962852689,1.0,0.9,0.534614172282789,1,1,,,,
2021-01-20,300750,0.5820000000000001,-0.000255493101686155,0.0,0.9,0.5364486704735111,1,1,,,,
2021-01-21,300750,0.494,0.04267825198057751,1.0,0.9,0.5374834274446821,1,1,,,,
2021-01-22,300750,0.5370000000000001,-0.027083333333333237,0.0,0.9,0.5392923552125554,1,1,,,,
2021-01-25,300750,0.532,-0.028844942687995978,0.0,0.9,0.5382433657639814,1,1,,,,
2021-01-26,300750,0.512,0.013022049286640858,1.0,0.9,0.5376028020794884,1,1,,,,
2021-01-27,300750,0.4689999999999999,-0.05280139301444242,0.0,0.8,0.5376438744450944,1,1,,,,
